start,end,label,Loudness_sma3,alphaRatio_sma3,hammarbergIndex_sma3,slope0-500_sma3,slope500-1500_sma3,spectralFlux_sma3,mfcc1_sma3,mfcc2_sma3,mfcc3_sma3,mfcc4_sma3,F0semitoneFrom27.5Hz_sma3nz,jitterLocal_sma3nz,shimmerLocaldB_sma3nz,HNRdBACF_sma3nz,logRelF0-H1-H2_sma3nz,logRelF0-H1-A3_sma3nz,F1frequency_sma3nz,F1bandwidth_sma3nz,F1amplitudeLogRelF0_sma3nz,F2frequency_sma3nz,F2bandwidth_sma3nz,F2amplitudeLogRelF0_sma3nz,F3frequency_sma3nz,F3bandwidth_sma3nz,F3amplitudeLogRelF0_sma3nz,original_start,original_end,filename
0 days 00:00:00.360000,0 days 00:00:00.380000,answer2,0.14520591,-27.356527,36.042812,-0.09812512,0.004308658,0.033930674,8.06491,9.927827,19.228218,4.7075295,0.0,0.0,0.0,0.0,0.0,0.0,816.4062,1463.6045,-201.0,1963.8304,1047.168,-201.0,3104.9148,1113.597,-201.0,0 days 00:00:20.847153820,0 days 00:00:20.867153820,ID30_20ms.csv
0 days 00:00:00.380000,0 days 00:00:00.400000,answer2,0.14343558,-27.264257,34.869728,-0.09951439,0.0005754035,0.036058214,6.7894497,9.02175,18.29613,3.7105923,0.0,0.0,0.0,0.0,0.0,0.0,886.0088,1596.8184,-201.0,1964.6168,1101.9276,-201.0,3094.8928,476.2007,-201.0,0 days 00:00:20.867153820,0 days 00:00:20.887153820,ID30_20ms.csv
0 days 00:00:00.400000,0 days 00:00:00.420000,answer2,0.14427602,-27.281889,34.507984,-0.10623574,0.00077358674,0.039005745,8.563037,7.7310805,18.889048,4.8326874,0.0,0.0,0.0,0.0,0.0,0.0,1156.6481,1357.553,-201.0,2272.2664,1139.0996,-201.0,3389.0684,1803.8239,-201.0,0 days 00:00:20.887153820,0 days 00:00:20.907153820,ID30_20ms.csv
0 days 00:00:00.420000,0 days 00:00:00.440000,answer2,0.14382903,-27.633078,35.975777,-0.10417193,-0.0022728618,0.029475242,9.231556,11.377385,18.807802,4.2139554,0.0,0.0,0.0,0.0,0.0,0.0,1148.424,1355.6696,-201.0,2251.9973,1271.8688,-201.0,3307.8281,1329.7112,-201.0,0 days 00:00:20.907153820,0 days 00:00:20.927153820,ID30_20ms.csv
0 days 00:00:00.440000,0 days 00:00:00.460000,answer2,0.13651639,-28.559462,37.864414,-0.11449931,-7.100869e-05,0.03343996,7.640592,9.756288,17.850435,5.4237533,0.0,0.0,0.0,0.0,0.0,0.0,1105.955,1329.1704,-201.0,2166.4912,1059.4235,-201.0,3259.284,858.1857,-201.0,0 days 00:00:20.927153820,0 days 00:00:20.947153820,ID30_20ms.csv
0 days 00:00:00.460000,0 days 00:00:00.480000,answer2,0.13637094,-28.631952,37.371403,-0.11807253,-0.0030493552,0.026737005,8.761528,11.075508,18.22624,3.2875175,0.0,0.0,0.0,0.0,0.0,0.0,1114.6499,1406.5885,-201.0,2203.7422,1512.1493,-201.0,3041.1497,796.6303,-201.0,0 days 00:00:20.947153820,0 days 00:00:20.967153820,ID30_20ms.csv
0 days 00:00:00.480000,0 days 00:00:00.500000,answer2,0.14612918,-27.533453,35.296932,-0.0972748,-0.0020108118,0.02302896,9.031714,11.235835,16.86479,1.338925,0.0,0.0,0.0,0.0,0.0,0.0,840.45245,1553.153,-201.0,2050.965,1030.7036,-201.0,3132.8108,648.4364,-201.0,0 days 00:00:20.967153820,0 days 00:00:20.987153820,ID30_20ms.csv
0 days 00:00:00.500000,0 days 00:00:00.520000,answer2,0.14649814,-27.364603,35.54225,-0.09994224,0.0007089844,0.028903449,8.57009,9.095824,18.535803,2.8633306,0.0,0.0,0.0,0.0,0.0,0.0,1202.3972,1280.7863,-201.0,2412.6663,945.43195,-201.0,3514.431,563.4284,-201.0,0 days 00:00:20.987153820,0 days 00:00:21.007153820,ID30_20ms.csv
0 days 00:00:00.520000,0 days 00:00:00.540000,answer2,0.13669787,-28.617905,36.258003,-0.103124894,-0.0062040053,0.027395828,10.314945,12.04541,20.564718,1.5559138,0.0,0.0,0.0,0.0,0.0,0.0,1097.3442,1436.1885,-201.0,2289.2363,1164.2316,-201.0,3155.2246,1809.9388,-201.0,0 days 00:00:21.007153820,0 days 00:00:21.027153820,ID30_20ms.csv
0 days 00:00:00.540000,0 days 00:00:00.560000,answer2,0.14199767,-27.87018,36.662766,-0.119924225,-0.0031464717,0.020612797,8.863438,8.251927,18.25236,3.833257,0.0,0.0,0.0,0.0,0.0,0.0,1129.1813,1396.0907,-201.0,2305.067,1285.5602,-201.0,3293.2053,1432.232,-201.0,0 days 00:00:21.027153820,0 days 00:00:21.047153820,ID30_20ms.csv
0 days 00:00:00.560000,0 days 00:00:00.580000,answer2,0.14401837,-27.731005,35.710907,-0.10204029,0.0022447335,0.02178655,8.510121,6.330177,15.598628,4.0680294,0.0,0.0,0.0,0.0,0.0,0.0,589.40375,1646.4933,-201.0,1635.4717,1321.6829,-201.0,2642.9749,1030.3511,-201.0,0 days 00:00:21.047153820,0 days 00:00:21.067153820,ID30_20ms.csv
0 days 00:00:00.580000,0 days 00:00:00.600000,answer2,0.1383044,-28.684195,36.89853,-0.092553794,-0.002565874,0.016780747,10.767894,9.7610655,16.318008,5.9691105,0.0,0.0,0.0,0.0,0.0,0.0,294.44055,1820.4526,-201.0,1342.205,1180.2966,-201.0,2468.1946,814.42694,-201.0,0 days 00:00:21.067153820,0 days 00:00:21.087153820,ID30_20ms.csv
0 days 00:00:00.600000,0 days 00:00:00.620000,answer2,0.1392958,-27.916956,35.92396,-0.11186092,-0.0011088861,0.015876167,9.140442,8.15094,17.035437,7.346092,0.0,0.0,0.0,0.0,0.0,0.0,600.1835,1597.7404,-201.0,1698.5499,1121.4078,-201.0,2853.1028,863.72614,-201.0,0 days 00:00:21.087153820,0 days 00:00:21.107153820,ID30_20ms.csv
0 days 00:00:00.620000,0 days 00:00:00.640000,answer2,0.137847,-28.133123,36.603573,-0.10997427,0.0025950342,0.01652704,8.783897,7.987516,16.930855,7.9632096,0.0,0.0,0.0,0.0,0.0,0.0,1152.4987,1274.7592,-201.0,2276.0256,1040.8076,-201.0,3447.0784,512.57153,-201.0,0 days 00:00:21.107153820,0 days 00:00:21.127153820,ID30_20ms.csv
0 days 00:00:00.640000,0 days 00:00:00.660000,answer2,0.13940518,-27.984451,35.40967,-0.10498733,0.0042382195,0.028499985,7.844415,8.201003,14.821288,5.566475,0.0,0.0,0.0,0.0,0.0,0.0,907.29034,1416.288,-201.0,2050.345,1020.75385,-201.0,3157.618,2147.46,-201.0,0 days 00:00:21.127153820,0 days 00:00:21.147153820,ID30_20ms.csv
0 days 00:00:00.660000,0 days 00:00:00.680000,answer2,0.14073294,-27.644232,35.953953,-0.11223174,0.0045808027,0.027472204,8.255509,6.2502923,15.288395,5.7690043,0.0,0.0,0.0,0.0,0.0,0.0,1095.6129,1319.841,-201.0,2268.3035,997.98975,-201.0,3480.552,1990.5,-201.0,0 days 00:00:21.147153820,0 days 00:00:21.167153820,ID30_20ms.csv
0 days 00:00:00.680000,0 days 00:00:00.700000,answer2,0.14016247,-28.368706,37.074,-0.11657425,-0.0046224096,0.0228919,9.763125,7.6284256,18.41856,5.8594985,0.0,0.0,0.0,0.0,0.0,0.0,1117.5887,1445.1279,-201.0,2229.4192,1155.9574,-201.0,3410.6677,891.45685,-201.0,0 days 00:00:21.167153820,0 days 00:00:21.187153820,ID30_20ms.csv
0 days 00:00:00.700000,0 days 00:00:00.720000,answer2,0.13632225,-28.202566,36.587467,-0.11562791,0.00066820084,0.017511532,8.07224,8.291184,20.100006,7.583731,0.0,0.0,0.0,0.0,0.0,0.0,842.8496,1532.4307,-201.0,2014.4761,1157.2888,-201.0,3083.536,1145.6943,-201.0,0 days 00:00:21.187153820,0 days 00:00:21.207153820,ID30_20ms.csv
0 days 00:00:00.720000,0 days 00:00:00.740000,answer2,0.14187318,-27.81819,35.42934,-0.09418085,-0.0010900645,0.023084715,8.419614,8.755864,18.86644,10.7948,0.0,0.0,0.0,0.0,0.0,0.0,975.32904,1477.9457,-201.0,2105.5916,1152.8989,-201.0,3214.7727,589.22516,-201.0,0 days 00:00:21.207153820,0 days 00:00:21.227153820,ID30_20ms.csv
0 days 00:00:00.740000,0 days 00:00:00.760000,answer2,0.14486147,-27.363647,34.5298,-0.08809403,0.0013150222,0.019464344,8.560196,9.350417,17.284643,5.043424,0.0,0.0,0.0,0.0,0.0,0.0,648.90936,1598.2065,-201.0,1736.7155,1154.4653,-201.0,2845.2366,713.60254,-201.0,0 days 00:00:21.227153820,0 days 00:00:21.247153820,ID30_20ms.csv
0 days 00:00:00.760000,0 days 00:00:00.780000,answer2,0.14218865,-27.730066,35.678104,-0.09578165,-0.008596401,0.018679984,9.290225,8.773622,15.520925,1.3872997,0.0,0.0,0.0,0.0,0.0,0.0,951.825,1561.0636,-201.0,2107.4397,1288.6573,-201.0,3189.0173,702.894,-201.0,0 days 00:00:21.247153820,0 days 00:00:21.267153820,ID30_20ms.csv
0 days 00:00:00.780000,0 days 00:00:00.800000,answer2,0.14081699,-28.040659,36.16873,-0.0980824,-0.0058062472,0.018419176,9.340944,10.779397,15.544074,3.4534664,0.0,0.0,0.0,0.0,0.0,0.0,1211.6174,1498.3691,-201.0,2322.2805,1379.3184,-201.0,3475.1755,512.8005,-201.0,0 days 00:00:21.267153820,0 days 00:00:21.287153820,ID30_20ms.csv
0 days 00:00:00.800000,0 days 00:00:00.820000,answer2,0.14515461,-27.748314,36.18498,-0.093900435,-0.00018399465,0.019945791,8.988122,8.157701,14.86541,3.9109535,0.0,0.0,0.0,0.0,0.0,0.0,504.31848,1995.626,-201.0,1657.181,1273.2622,-201.0,2785.5515,952.0293,-201.0,0 days 00:00:21.287153820,0 days 00:00:21.307153820,ID30_20ms.csv
0 days 00:00:00.820000,0 days 00:00:00.840000,answer2,0.14388068,-27.69735,35.335503,-0.08731481,0.0037287858,0.02920091,9.300008,11.063217,16.541298,6.3948655,0.0,0.0,0.0,0.0,0.0,0.0,891.35254,1598.3492,-201.0,2042.2621,2357.1692,-201.0,2832.4375,1068.4855,-201.0,0 days 00:00:21.307153820,0 days 00:00:21.327153820,ID30_20ms.csv
0 days 00:00:00.840000,0 days 00:00:00.860000,answer2,0.13869573,-28.699259,38.15614,-0.08292083,0.00094476435,0.030519376,9.818004,12.263291,16.320797,0.8082504,0.0,0.0,0.0,0.0,0.0,0.0,1150.8926,1426.4902,-201.0,2361.9421,2276.7395,-201.0,2931.4246,2279.4631,-201.0,0 days 00:00:21.327153820,0 days 00:00:21.347153820,ID30_20ms.csv
0 days 00:00:00.860000,0 days 00:00:00.880000,answer2,0.14915915,-28.060974,37.198204,-0.09114742,-0.008800197,0.03613839,10.602497,11.034229,16.050644,1.3894682,35.446533,0.0,0.0,12.405961,-7.689416,4.407486,598.5303,1566.1385,-111.85435,1682.8877,1163.297,-86.70096,2866.2722,861.75446,-87.872345,0 days 00:00:21.347153820,0 days 00:00:21.367153820,ID30_20ms.csv
0 days 00:00:00.880000,0 days 00:00:00.900000,answer2,0.17903213,-26.645477,34.51816,-0.09458968,-0.014088835,0.04792853,15.906209,15.35896,23.688982,2.5520015,35.624058,0.0,1.0825925,12.0543375,-4.4579806,6.284754,710.45636,1579.9843,-30.725153,1745.0804,1277.5273,-33.134525,2836.4717,674.9744,-34.83836,0 days 00:00:21.367153820,0 days 00:00:21.387153820,ID30_20ms.csv
0 days 00:00:00.900000,0 days 00:00:00.920000,answer2,0.2186472,-25.117752,34.199226,-0.08412784,-0.013248087,0.05586547,18.51533,17.582245,22.106482,3.3925629,35.969524,0.039594706,1.9237858,11.913821,6.75435,13.979965,421.36002,2150.4624,-27.03912,1524.1522,1458.5605,-33.457493,2554.72,1087.9457,-36.05791,0 days 00:00:21.387153820,0 days 00:00:21.407153820,ID30_20ms.csv
0 days 00:00:00.920000,0 days 00:00:00.940000,answer2,0.21623768,-24.97658,33.52377,-0.08590261,-0.0101602925,0.048987757,17.196997,21.008175,26.073364,6.3004527,36.030876,0.026704459,1.1694554,12.893188,13.072642,17.509142,223.6887,1705.9248,0.0,1457.2594,1167.4567,-31.457743,2576.0696,945.18726,-35.130978,0 days 00:00:21.407153820,0 days 00:00:21.427153820,ID30_20ms.csv
0 days 00:00:00.940000,0 days 00:00:00.960000,answer2,0.18486209,-26.405298,35.21771,-0.08732474,-0.005075595,0.05011022,16.743704,18.642195,27.2154,8.015336,35.77942,0.028959237,0.78516906,13.524871,13.706166,10.822116,997.40283,1259.6241,-29.97419,2105.9934,891.509,-28.909935,3171.2756,489.92715,-29.082556,0 days 00:00:21.427153820,0 days 00:00:21.447153820,ID30_20ms.csv
0 days 00:00:00,0 days 00:00:00.020000,answer3,0.1841268,-25.914747,34.35964,-0.07402245,-0.0024035373,0.02841164,14.787465,17.548882,27.130295,4.9830627,0.0,0.0,0.0,0.0,0.0,0.0,232.83496,1834.6666,-201.0,1415.0581,1245.2963,-201.0,2471.7917,890.88007,-201.0,0 days 00:00:29.662996330,0 days 00:00:29.682996330,ID30_20ms.csv
0 days 00:00:00.020000,0 days 00:00:00.040000,answer3,0.16922836,-26.68693,36.189404,-0.08291932,-0.010473688,0.04719408,15.187977,12.254231,17.475624,-2.3102334,0.0,0.0,0.0,0.0,0.0,0.0,624.18823,1479.725,-201.0,1683.6823,1189.335,-201.0,2816.3093,752.13214,-201.0,0 days 00:00:29.682996330,0 days 00:00:29.702996330,ID30_20ms.csv
0 days 00:00:00.040000,0 days 00:00:00.060000,answer3,0.18318634,-24.709633,33.966537,-0.083479196,-0.0070091677,0.033047047,12.510745,12.796535,24.933395,-1.7253257,0.0,0.0,0.0,0.0,0.0,0.0,897.2634,2113.3918,-201.0,1957.6393,1119.9155,-201.0,3166.7344,826.2675,-201.0,0 days 00:00:29.702996330,0 days 00:00:29.722996330,ID30_20ms.csv
0 days 00:00:00.060000,0 days 00:00:00.080000,answer3,0.30190858,-15.343678,24.468374,-0.0646719,-0.010027641,0.058069665,3.4523628,13.854005,24.81841,-14.496872,0.0,0.0,0.0,0.0,0.0,0.0,511.95236,1821.8304,-201.0,1550.0864,730.77997,-201.0,2608.8035,151.06323,-201.0,0 days 00:00:29.722996330,0 days 00:00:29.742996330,ID30_20ms.csv
0 days 00:00:00.080000,0 days 00:00:00.100000,answer3,0.30790302,-14.778699,23.698332,-0.072505645,-0.010325935,0.06650919,0.83594656,17.84607,20.555988,-10.279606,0.0,0.0,0.0,0.0,0.0,0.0,419.5713,1400.3121,-201.0,1605.1012,677.6413,-141.6511,2641.0894,389.32785,-142.00172,0 days 00:00:29.742996330,0 days 00:00:29.762996330,ID30_20ms.csv
0 days 00:00:00.100000,0 days 00:00:00.120000,answer3,0.23467393,-20.78591,31.073027,-0.07661254,-0.005098456,0.057343405,5.966398,14.907392,26.481974,4.5462155,35.82306,0.0,0.0,8.215071,19.07118,19.137667,745.44037,1721.0299,-13.436868,1723.8008,771.3055,-16.32112,2933.4675,401.7374,-19.917742,0 days 00:00:29.762996330,0 days 00:00:29.782996330,ID30_20ms.csv
0 days 00:00:00.120000,0 days 00:00:00.140000,answer3,0.3826717,-16.62126,24.2089,-0.02643303,-0.016834406,0.12449681,14.236664,11.264347,18.713623,7.7224545,34.830006,0.0,3.3904386,7.052269,10.911277,13.250171,564.9478,1326.2578,-3.390107,1648.8654,637.7391,-9.403398,2610.5808,1347.1031,-14.904515,0 days 00:00:29.782996330,0 days 00:00:29.802996330,ID30_20ms.csv
0 days 00:00:00.140000,0 days 00:00:00.160000,answer3,0.49367926,-12.2724085,21.197355,-0.020746281,-0.020795459,0.11099598,14.684062,4.3314896,12.361772,1.5604726,34.980587,0.030984944,1.8262273,8.262225,10.001176,12.468434,450.1263,1050.7059,-3.6137717,1493.2899,802.38763,-12.702995,2422.9924,1190.8267,-16.082207,0 days 00:00:29.802996330,0 days 00:00:29.822996330,ID30_20ms.csv
0 days 00:00:00.160000,0 days 00:00:00.180000,answer3,0.45666492,-13.239394,23.31101,-0.031443838,-0.019748438,0.104647994,13.783933,7.1701035,14.090794,1.3260106,35.26063,0.029523438,1.0384032,9.645104,14.578139,17.11437,452.6849,1070.3204,-3.9562206,1490.4672,775.1209,-17.526522,2460.714,1260.7119,-21.07059,0 days 00:00:29.822996330,0 days 00:00:29.842996330,ID30_20ms.csv
0 days 00:00:00.180000,0 days 00:00:00.200000,answer3,0.35759318,-16.185242,29.034668,-0.035322618,-0.014949235,0.07664845,16.344091,8.954535,14.995992,5.7009044,35.419765,0.027742634,1.3426293,11.342212,13.308272,18.827816,437.6359,1163.0459,-2.2975419,1501.805,756.95654,-15.118004,2636.844,1355.624,-21.125359,0 days 00:00:29.842996330,0 days 00:00:29.862996330,ID30_20ms.csv
0 days 00:00:00.200000,0 days 00:00:00.220000,answer3,0.26695916,-21.213005,33.27711,-0.041991737,-0.0055881306,0.075643845,16.580687,11.71352,14.321267,5.404917,35.265556,0.02315297,1.7321128,12.275516,9.148427,9.221906,626.2663,1201.234,-6.0337625,1706.8301,993.69403,-11.736771,2839.9304,842.3923,-13.992001,0 days 00:00:29.862996330,0 days 00:00:29.882996330,ID30_20ms.csv
0 days 00:00:00.220000,0 days 00:00:00.240000,answer3,0.22584508,-21.285095,33.047913,-0.084865876,0.008107082,0.05464423,10.8391905,4.6823726,15.438771,6.6870284,34.66522,0.017079893,1.89571,10.048495,5.3685493,10.990891,973.4182,997.5708,-16.395258,2088.0452,755.3943,-24.951624,3311.8894,752.42694,-21.915384,0 days 00:00:29.882996330,0 days 00:00:29.902996330,ID30_20ms.csv
0 days 00:00:00.240000,0 days 00:00:00.260000,answer3,0.27864453,-20.461397,32.362774,-0.06562535,-0.0050149867,0.08949091,15.72422,8.692257,17.418634,-1.4488745,33.530575,0.011391486,2.9636402,7.7148433,0.04946359,14.991231,846.2957,1163.809,-18.685934,1921.0372,1243.5332,-28.003614,2707.063,1162.9069,-28.25279,0 days 00:00:29.902996330,0 days 00:00:29.922996330,ID30_20ms.csv
0 days 00:00:00.260000,0 days 00:00:00.280000,answer3,0.35709104,-18.306046,30.728106,-0.048389688,-0.017882062,0.1323605,23.940989,9.821189,9.699365,-8.641259,33.25778,0.03660771,1.7849269,7.86438,0.84853077,12.232978,827.4222,1286.6848,-18.163507,1990.9086,1286.6449,-25.096985,3127.884,1396.6266,-24.959732,0 days 00:00:29.922996330,0 days 00:00:29.942996330,ID30_20ms.csv
0 days 00:00:00.280000,0 days 00:00:00.300000,answer3,0.34653696,-17.74228,27.354345,-0.07219941,-0.017717453,0.11370493,19.482128,10.61488,9.864806,-11.37279,33.971973,0.049434748,1.3919667,9.200576,0.30649915,6.7680244,688.5878,1136.2648,-21.6866,1798.982,1202.447,-23.560415,2825.924,979.97687,-22.396141,0 days 00:00:29.942996330,0 days 00:00:29.962996330,ID30_20ms.csv
0 days 00:00:00.300000,0 days 00:00:00.320000,answer3,0.3026869,-18.535814,26.434301,-0.08687639,-0.015619654,0.08782783,9.625883,17.883734,13.001468,-1.292985,33.580673,0.033111177,1.1881962,9.477526,-1.9009877,4.0477586,407.32162,1270.5066,-14.63231,1483.7979,1010.9695,-25.101767,2479.631,781.251,-18.162453,0 days 00:00:29.962996330,0 days 00:00:29.982996330,ID30_20ms.csv
0 days 00:00:00.320000,0 days 00:00:00.340000,answer3,0.3307435,-16.703398,23.92585,-0.08188412,-0.021092787,0.07094916,8.68786,17.926168,26.600668,5.493303,33.0123,0.047276307,2.1252723,8.891965,-4.58287,8.621088,341.4646,1453.1119,0.0,1669.1401,1676.0074,-18.77013,2091.7761,789.3623,-16.051302,0 days 00:00:29.982996330,0 days 00:00:30.002996330,ID30_20ms.csv
0 days 00:00:00.340000,0 days 00:00:00.360000,answer3,0.37571773,-15.368487,22.26986,-0.05805118,-0.030274069,0.08630302,10.296687,15.084579,23.94873,4.8654613,32.793118,0.019877322,1.0974979,8.132507,-3.5211754,9.7746315,424.91443,1059.1246,-69.10653,1633.229,1443.233,-78.03428,2292.7004,644.9837,-75.622955,0 days 00:00:30.002996330,0 days 00:00:30.022996330,ID30_20ms.csv
0 days 00:00:00.360000,0 days 00:00:00.380000,answer3,0.35336432,-15.95195,25.68014,-0.057073038,-0.025860915,0.08536025,12.561611,6.2788577,19.074049,4.828999,0.0,0.0,0.0,0.0,0.0,0.0,439.53458,1164.9235,-201.0,1552.3998,715.0454,-201.0,2416.739,1131.6543,-201.0,0 days 00:00:30.022996330,0 days 00:00:30.042996330,ID30_20ms.csv
0 days 00:00:00.380000,0 days 00:00:00.400000,answer3,0.29787657,-18.652178,27.843903,-0.0680079,-0.020689996,0.08554683,13.328338,11.045703,22.629469,8.903299,0.0,0.0,0.0,0.0,0.0,0.0,409.23648,1274.743,-201.0,1529.6143,762.22754,-201.0,2277.38,1035.6171,-201.0,0 days 00:00:30.042996330,0 days 00:00:30.062996330,ID30_20ms.csv
0 days 00:00:00.400000,0 days 00:00:00.420000,answer3,0.26637104,-19.729406,26.285461,-0.07857559,-0.014745433,0.06292742,13.862269,9.685023,25.160967,11.4142685,0.0,0.0,0.0,0.0,0.0,0.0,679.5915,1346.2196,-201.0,1644.0023,1047.3666,-201.0,2654.7903,624.92487,-201.0,0 days 00:00:30.062996330,0 days 00:00:30.082996330,ID30_20ms.csv
0 days 00:00:00.420000,0 days 00:00:00.440000,answer3,0.2538112,-19.68738,28.396555,-0.09316069,-0.0076575647,0.055907708,11.442409,4.862004,21.033243,12.7754965,0.0,0.0,0.0,0.0,0.0,0.0,689.6005,1420.0195,-201.0,1598.1201,916.5669,-201.0,2743.6062,707.0975,-201.0,0 days 00:00:30.082996330,0 days 00:00:30.102996330,ID30_20ms.csv
0 days 00:00:00.440000,0 days 00:00:00.460000,answer3,0.24588712,-19.83449,30.859497,-0.09727498,-0.0002521615,0.04335009,10.417243,-0.26732883,13.686844,8.898208,0.0,0.0,0.0,0.0,0.0,0.0,853.98065,1365.1232,-201.0,1792.9155,1262.9343,-201.0,3036.955,616.2947,-201.0,0 days 00:00:30.102996330,0 days 00:00:30.122996330,ID30_20ms.csv
0 days 00:00:00.460000,0 days 00:00:00.480000,answer3,0.28414744,-17.606827,29.103563,-0.108215846,0.0072647263,0.052287135,8.916967,-9.608353,7.305262,2.8265,0.0,0.0,0.0,0.0,0.0,0.0,775.0999,1054.9095,-201.0,1850.6582,1422.945,-201.0,2933.0955,1181.9282,-201.0,0 days 00:00:30.122996330,0 days 00:00:30.142996330,ID30_20ms.csv
0 days 00:00:00.480000,0 days 00:00:00.500000,answer3,0.28305694,-17.504393,29.010431,-0.11116559,0.0030639544,0.056330442,6.948176,-9.305263,8.119844,7.243508,0.0,0.0,0.0,0.0,0.0,0.0,783.7429,1056.9291,-201.0,1931.8978,1750.4669,-201.0,2720.8496,1840.4814,-201.0,0 days 00:00:30.142996330,0 days 00:00:30.162996330,ID30_20ms.csv
0 days 00:00:00.500000,0 days 00:00:00.520000,answer3,0.24704807,-19.648912,31.92157,-0.09459671,0.004947144,0.041638438,5.77767,-4.2904515,8.988491,12.97524,0.0,0.0,0.0,0.0,0.0,0.0,813.904,1237.3645,-201.0,1907.4352,2172.7622,-201.0,2481.6863,1469.745,-201.0,0 days 00:00:30.162996330,0 days 00:00:30.182996330,ID30_20ms.csv
0 days 00:00:00.520000,0 days 00:00:00.540000,answer3,0.2105195,-21.70877,31.66717,-0.09196415,0.0071138255,0.030735882,6.53295,2.640357,19.70637,18.418028,0.0,0.0,0.0,0.0,0.0,0.0,1256.6991,1037.1929,-201.0,2371.1208,1357.64,-201.0,3425.412,963.09644,-201.0,0 days 00:00:30.182996330,0 days 00:00:30.202996330,ID30_20ms.csv
0 days 00:00:00.540000,0 days 00:00:00.560000,answer3,0.19949503,-22.689795,30.305367,-0.091390215,0.000877374,0.03007342,5.1143184,6.4541245,23.727129,12.274764,0.0,0.0,0.0,0.0,0.0,0.0,1268.943,1308.4641,-201.0,2218.4927,896.6511,-201.0,3286.14,2134.5925,-201.0,0 days 00:00:30.202996330,0 days 00:00:30.222996330,ID30_20ms.csv
0 days 00:00:00.560000,0 days 00:00:00.580000,answer3,0.19102633,-23.538656,32.423515,-0.07372287,-0.00447184,0.030413153,3.182172,9.345195,22.449762,10.111586,0.0,0.0,0.0,0.0,0.0,0.0,642.9969,1596.9315,-201.0,1708.8203,1012.8301,-201.0,2418.2146,2286.8936,-201.0,0 days 00:00:30.222996330,0 days 00:00:30.242996330,ID30_20ms.csv
0 days 00:00:00.580000,0 days 00:00:00.600000,answer3,0.19172609,-23.816126,33.743305,-0.09026412,-0.0095776515,0.031869303,7.115234,3.678113,16.117682,1.3955361,0.0,0.0,0.0,0.0,0.0,0.0,510.70068,1612.0104,-201.0,1612.0507,1088.7827,-201.0,2584.1218,919.14136,-201.0,0 days 00:00:30.242996330,0 days 00:00:30.262996330,ID30_20ms.csv
0 days 00:00:00.600000,0 days 00:00:00.620000,answer3,0.23567228,-19.646872,30.450905,-0.08799318,0.0021918504,0.045896266,9.046618,-3.2701032,14.806737,0.5930025,0.0,0.0,0.0,0.0,0.0,0.0,639.7192,1195.6348,-201.0,1667.0472,951.06366,-201.0,2669.8958,1187.1848,-201.0,0 days 00:00:30.262996330,0 days 00:00:30.282996330,ID30_20ms.csv
0 days 00:00:00.620000,0 days 00:00:00.640000,answer3,0.30178246,-14.633331,24.447083,-0.085560255,0.008719885,0.056832027,5.075785,-8.990353,17.272768,-1.4660527,0.0,0.0,0.0,0.0,0.0,0.0,538.9316,888.99994,-137.09106,1399.6393,788.2935,-136.88445,2519.0305,344.33298,-139.31218,0 days 00:00:30.282996330,0 days 00:00:30.302996330,ID30_20ms.csv
0 days 00:00:00.640000,0 days 00:00:00.660000,answer3,0.34420195,-13.557622,23.033264,-0.089598306,-0.0004234972,0.0654554,7.717844,-9.686082,19.397413,-0.27241942,38.871876,0.0,0.0,9.391842,-6.5619655,10.175195,549.2355,958.74756,-4.339819,1377.1903,845.95917,-11.368987,2425.9336,555.8252,-14.515014,0 days 00:00:30.302996330,0 days 00:00:30.322996330,ID30_20ms.csv
